t_k_s,t_kp1_s,phase_kp1,e_h_x_Nms,e_h_y_Nms,e_h_z_Nms,e_h_inf_Nms,nmpc_active
47.280000,47.380000,SS,1.616786e-02,3.938231e-02,-4.416804e-04,3.938231e-02,1
47.380000,47.480000,SS,1.275626e-02,3.741405e-02,-1.112096e-02,3.741405e-02,1
47.480000,47.580000,SS,8.873540e-03,3.554020e-02,-2.364008e-02,3.554020e-02,1
47.580000,47.680000,SS,4.771018e-03,3.371220e-02,-3.713419e-02,3.713419e-02,1
47.680000,47.780000,SS,6.344366e-04,3.189743e-02,-5.096065e-02,5.096065e-02,1
47.780000,47.880000,SS,-3.406105e-03,3.007694e-02,-6.465983e-02,6.465983e-02,1
47.880000,47.980000,SS,-7.264996e-03,2.824656e-02,-7.791834e-02,7.791834e-02,1
47.980000,48.080000,SS,-1.089596e-02,2.641675e-02,-9.055001e-02,9.055001e-02,1
48.080000,48.180000,SS,-1.426091e-02,2.458731e-02,-1.019941e-01,1.019941e-01,1
48.180000,48.280000,SS,-1.733371e-02,2.276417e-02,-1.121817e-01,1.121817e-01,1
48.280000,48.380000,SS,-2.011335e-02,2.096610e-02,-1.214334e-01,1.214334e-01,1
48.380000,48.480000,SS,-2.259240e-02,1.920312e-02,-1.297176e-01,1.297176e-01,1
48.480000,48.580000,SS,-2.477114e-02,1.748321e-02,-1.370993e-01,1.370993e-01,1
48.580000,48.680000,SS,-2.647816e-02,1.609882e-02,-1.433878e-01,1.433878e-01,1
48.680000,48.780000,SS,-2.642875e-02,1.534564e-02,-1.426525e-01,1.426525e-01,1
48.780000,48.880000,SS,-2.618563e-02,1.442720e-02,-1.408889e-01,1.408889e-01,1
48.880000,48.980000,SS,-2.617439e-02,1.351946e-02,-1.399960e-01,1.399960e-01,1
48.980000,49.080000,SS,-2.611822e-02,1.247089e-02,-1.390370e-01,1.390370e-01,1
49.080000,49.180000,SS,-2.601042e-02,1.130172e-02,-1.381837e-01,1.381837e-01,1
49.180000,49.280000,SS,-2.557950e-02,9.963250e-03,-1.372101e-01,1.372101e-01,1
49.280000,49.380000,SS,-2.512426e-02,8.631768e-03,-1.361426e-01,1.361426e-01,1
49.380000,49.480000,SS,-2.479699e-02,7.364780e-03,-1.354276e-01,1.354276e-01,1
49.480000,49.580000,SS,-2.451099e-02,6.110613e-03,-1.350479e-01,1.350479e-01,1
49.580000,49.680000,SS,-2.425857e-02,4.870059e-03,-1.348464e-01,1.348464e-01,1
49.680000,49.780000,SS,-2.403801e-02,3.649080e-03,-1.347606e-01,1.347606e-01,1
49.780000,49.880000,SS,-2.383867e-02,2.450616e-03,-1.346982e-01,1.346982e-01,1
49.880000,49.980000,SS,-2.365482e-02,1.279256e-03,-1.346563e-01,1.346563e-01,1
49.980000,50.080000,SS,-2.348227e-02,1.400101e-04,-1.346258e-01,1.346258e-01,1
50.080000,50.180000,SS,-2.331620e-02,-9.625577e-04,-1.346048e-01,1.346048e-01,1
50.180000,50.280000,SS,-2.315357e-02,-2.023955e-03,-1.345891e-01,1.345891e-01,1
50.280000,50.380000,SS,-2.298953e-02,-3.040845e-03,-1.345697e-01,1.345697e-01,1
50.380000,50.480000,SS,-2.281801e-02,-4.011111e-03,-1.345223e-01,1.345223e-01,1
50.480000,50.580000,SS,-2.265107e-02,-4.922987e-03,-1.345191e-01,1.345191e-01,1
50.580000,50.680000,SS,-2.247784e-02,-5.777267e-03,-1.345171e-01,1.345171e-01,1
50.680000,50.780000,SS,-2.229656e-02,-6.570826e-03,-1.346888e-01,1.346888e-01,1
50.780000,50.880000,SS,-2.211338e-02,-7.297699e-03,-1.356601e-01,1.356601e-01,1
50.880000,50.980000,SS,-2.191911e-02,-7.957476e-03,-1.366185e-01,1.366185e-01,1
50.980000,51.080000,SS,-2.171239e-02,-8.547520e-03,-1.375603e-01,1.375603e-01,1
51.080000,51.180000,SS,-2.149097e-02,-9.065947e-03,-1.384808e-01,1.384808e-01,1
51.180000,51.280000,SS,-2.125445e-02,-9.510097e-03,-1.393794e-01,1.393794e-01,1
51.280000,51.380000,SS,-2.059321e-02,-9.297327e-03,-1.374026e-01,1.374026e-01,1
51.380000,51.480000,SS,-1.765238e-02,-8.353515e-03,-1.194143e-01,1.194143e-01,1
51.480000,51.580000,SS,-1.471484e-02,-7.280318e-03,-1.071072e-01,1.071072e-01,1
51.580000,51.680000,SS,-1.204709e-02,-6.081427e-03,-9.731104e-02,9.731104e-02,1
51.680000,51.780000,SS,-9.352747e-03,-4.935465e-03,-8.721431e-02,8.721431e-02,1
51.780000,51.880000,SS,-6.715247e-03,-3.817539e-03,-7.707162e-02,7.707162e-02,1
51.880000,51.980000,SS,-1.686853e-03,-1.239839e-03,-5.742628e-02,5.742628e-02,1
51.980000,52.080000,SS,4.239240e-03,1.460543e-03,-3.432410e-02,3.432410e-02,1
52.080000,52.180000,SS,9.287763e-03,3.900122e-03,-1.369052e-02,1.369052e-02,1
52.180000,52.280000,SS,1.359764e-02,6.006396e-03,4.874693e-03,1.359764e-02,1
52.280000,52.380000,SS,1.743719e-02,7.604893e-03,2.207901e-02,2.207901e-02,1
52.380000,52.480000,SS,2.075540e-02,8.745634e-03,3.772798e-02,3.772798e-02,1
52.480000,52.580000,SS,2.348648e-02,9.504428e-03,5.157348e-02,5.157348e-02,1
52.580000,52.680000,SS,2.559373e-02,9.965849e-03,6.347495e-02,6.347495e-02,1
52.680000,52.780000,SS,2.713012e-02,1.015623e-02,7.355845e-02,7.355845e-02,1
52.780000,52.880000,SS,2.713008e-02,9.466077e-03,7.789160e-02,7.789160e-02,1
52.880000,52.980000,SS,2.633575e-02,8.613308e-03,7.947481e-02,7.947481e-02,1
52.980000,53.080000,SS,2.580712e-02,7.447814e-03,8.171106e-02,8.171106e-02,1
53.080000,53.180000,SS,2.521522e-02,6.212771e-03,8.361756e-02,8.361756e-02,1
53.180000,53.280000,SS,2.452666e-02,4.972454e-03,8.513864e-02,8.513864e-02,1
53.280000,53.390000,DS_interstep,-1.572142e-01,-1.012573e+00,9.705894e-02,1.012573e+00,0
53.390000,53.400000,DS_interstep,-2.946059e-02,-2.156926e-01,2.054820e-02,2.156926e-01,0
53.400000,53.410000,DS_interstep,2.371539e-02,1.043529e-01,2.232890e-02,1.043529e-01,0
53.410000,53.420000,DS_interstep,3.954658e-02,2.063448e-01,1.619842e-02,2.063448e-01,0
53.420000,53.430000,DS_interstep,3.887481e-02,2.088638e-01,1.104204e-02,2.088638e-01,0
53.430000,53.440000,DS_interstep,3.217542e-02,1.737895e-01,8.312596e-03,1.737895e-01,0
53.440000,53.450000,DS_interstep,2.432172e-02,1.299525e-01,7.888215e-03,1.299525e-01,0
53.450000,53.460000,DS_interstep,1.773613e-02,9.087242e-02,9.974395e-03,9.087242e-02,0
53.460000,53.470000,DS_interstep,1.243049e-02,5.984848e-02,1.144982e-02,5.984848e-02,0
53.470000,53.480000,DS_interstep,7.917369e-03,3.533831e-02,1.187712e-02,3.533831e-02,0
53.480000,53.490000,DS_interstep,4.292826e-03,1.648869e-02,1.229603e-02,1.648869e-02,0
53.490000,53.500000,DS_interstep,1.511923e-03,2.028180e-03,1.334730e-02,1.334730e-02,0
53.500000,53.510000,DS_interstep,-3.444783e-04,-8.359044e-03,1.530282e-02,1.530282e-02,0
53.510000,53.520000,DS_interstep,-1.364406e-03,-1.476475e-02,1.747923e-02,1.747923e-02,0
53.520000,53.530000,DS_interstep,-1.897949e-03,-1.811822e-02,1.905557e-02,1.905557e-02,0
53.530000,53.540000,DS_interstep,-2.231632e-03,-1.939486e-02,1.957882e-02,1.957882e-02,0
53.540000,53.550000,DS_interstep,-2.511868e-03,-1.939832e-02,1.905211e-02,1.939832e-02,0
53.550000,53.560000,DS_interstep,-2.781232e-03,-1.868012e-02,1.772785e-02,1.868012e-02,0
53.560000,53.570000,DS_interstep,-3.032900e-03,-1.762765e-02,1.596533e-02,1.762765e-02,0
53.570000,53.580000,DS_interstep,-3.250625e-03,-1.650821e-02,1.409360e-02,1.650821e-02,0
53.580000,53.590000,DS_interstep,-3.424504e-03,-1.549052e-02,1.235395e-02,1.549052e-02,0
53.590000,53.600000,DS_interstep,-3.554816e-03,-1.466130e-02,1.087443e-02,1.466130e-02,0
53.600000,53.610000,DS_interstep,-3.648426e-03,-1.404464e-02,9.702767e-03,1.404464e-02,0
53.610000,53.620000,DS_interstep,-3.714598e-03,-1.362848e-02,8.823879e-03,1.362848e-02,0
53.620000,53.630000,DS_interstep,-3.755262e-03,-1.279838e-02,7.524633e-03,1.279838e-02,0
53.630000,53.640000,DS_interstep,-3.748220e-03,-1.183833e-02,6.074747e-03,1.183833e-02,0
53.640000,53.650000,DS_interstep,-3.677169e-03,-1.106136e-02,5.172527e-03,1.106136e-02,0
53.650000,53.660000,DS_interstep,-3.561106e-03,-1.041070e-02,4.663944e-03,1.041070e-02,0
53.660000,53.670000,DS_interstep,-3.411825e-03,-9.847695e-03,4.446127e-03,9.847695e-03,0
53.670000,53.680000,DS_interstep,-3.237086e-03,-9.343717e-03,4.447165e-03,9.343717e-03,0
53.680000,53.690000,DS_interstep,-3.043119e-03,-8.877063e-03,4.614427e-03,8.877063e-03,0
53.690000,53.700000,DS_interstep,-2.835822e-03,-8.435828e-03,4.900008e-03,8.435828e-03,0
53.700000,53.710000,DS_interstep,-2.619409e-03,-8.009977e-03,5.270301e-03,8.009977e-03,0
53.710000,53.720000,DS_interstep,-2.397578e-03,-7.596220e-03,5.691652e-03,7.596220e-03,0
53.720000,53.730000,DS_interstep,-2.173739e-03,-7.191210e-03,6.144943e-03,7.191210e-03,0
53.730000,53.740000,DS_interstep,-1.950158e-03,-6.794790e-03,6.611130e-03,6.794790e-03,0
53.740000,53.750000,DS_interstep,-1.728772e-03,-6.408243e-03,7.077217e-03,7.077217e-03,0
53.750000,53.760000,DS_interstep,-1.511314e-03,-6.032433e-03,7.531377e-03,7.531377e-03,0
53.760000,53.770000,DS_interstep,-1.298940e-03,-5.667309e-03,7.970000e-03,7.970000e-03,0
53.770000,53.780000,DS_interstep,-1.092136e-03,-5.315026e-03,8.388472e-03,8.388472e-03,0
53.780000,53.790000,DS_interstep,-8.910092e-04,-4.975323e-03,8.785818e-03,8.785818e-03,0
53.790000,53.800000,DS_interstep,-6.968219e-04,-4.649542e-03,9.156847e-03,9.156847e-03,0
53.800000,53.810000,DS_interstep,-5.090730e-04,-4.336638e-03,9.505817e-03,9.505817e-03,0
53.810000,53.820000,DS_interstep,-3.269752e-04,-4.037247e-03,9.833155e-03,9.833155e-03,0
53.820000,53.830000,DS_interstep,-1.503413e-04,-3.751144e-03,1.014087e-02,1.014087e-02,0
53.830000,53.840000,DS_interstep,2.151948e-05,-3.476384e-03,1.043428e-02,1.043428e-02,0
53.840000,53.850000,DS_interstep,1.887432e-04,-3.213455e-03,1.070921e-02,1.070921e-02,0
53.850000,53.860000,DS_interstep,3.522309e-04,-2.959720e-03,1.097525e-02,1.097525e-02,0
53.860000,53.870000,DS_interstep,5.115149e-04,-2.715924e-03,1.122609e-02,1.122609e-02,0
53.870000,53.880000,DS_interstep,6.672306e-04,-2.481949e-03,1.147197e-02,1.147197e-02,0
53.880000,53.890000,DS_interstep,8.198554e-04,-2.256868e-03,1.170874e-02,1.170874e-02,0
53.890000,53.900000,DS_interstep,9.697111e-04,-2.037649e-03,1.193740e-02,1.193740e-02,0
53.900000,53.910000,DS_interstep,1.116321e-03,-1.822491e-03,1.215575e-02,1.215575e-02,0
53.910000,53.920000,DS_interstep,1.259375e-03,-1.610992e-03,1.236056e-02,1.236056e-02,0
53.920000,53.930000,DS_interstep,1.399637e-03,-1.401472e-03,1.255593e-02,1.255593e-02,0
53.930000,53.940000,DS_interstep,1.536470e-03,-1.194057e-03,1.273881e-02,1.273881e-02,0
53.940000,53.950000,DS_interstep,1.670617e-03,-9.888573e-04,1.291293e-02,1.291293e-02,0
53.950000,53.960000,DS_interstep,1.801132e-03,-7.857067e-04,1.307361e-02,1.307361e-02,0
53.960000,53.970000,DS_interstep,1.928617e-03,-5.840422e-04,1.322525e-02,1.322525e-02,0
53.970000,53.980000,DS_interstep,2.052942e-03,-3.840052e-04,1.336896e-02,1.336896e-02,0
53.980000,53.990000,DS_interstep,2.173953e-03,-1.869704e-04,1.350163e-02,1.350163e-02,0
53.990000,54.000000,DS_interstep,2.291275e-03,8.355153e-06,1.362467e-02,1.362467e-02,0
54.000000,54.010000,DS_interstep,2.405449e-03,2.007400e-04,1.374033e-02,1.374033e-02,0
54.010000,54.020000,DS_interstep,2.515653e-03,3.904837e-04,1.384644e-02,1.384644e-02,0
54.020000,54.030000,DS_interstep,2.622739e-03,5.774006e-04,1.394704e-02,1.394704e-02,0
54.030000,54.040000,DS_interstep,2.725544e-03,7.601455e-04,1.403642e-02,1.403642e-02,0
54.040000,54.050000,DS_interstep,2.824616e-03,9.401087e-04,1.412003e-02,1.412003e-02,0
54.050000,54.060000,DS_interstep,2.920052e-03,1.115711e-03,1.419655e-02,1.419655e-02,0
54.060000,54.070000,DS_interstep,3.011158e-03,1.287042e-03,1.426509e-02,1.426509e-02,0
54.070000,54.080000,DS_interstep,3.098451e-03,1.454462e-03,1.432776e-02,1.432776e-02,0
54.080000,54.090000,DS_interstep,3.181514e-03,1.616694e-03,1.438336e-02,1.438336e-02,0
54.090000,54.100000,DS_interstep,3.260511e-03,1.774012e-03,1.443276e-02,1.443276e-02,0
54.100000,54.110000,DS_interstep,3.335649e-03,1.926910e-03,1.447661e-02,1.447661e-02,0
54.110000,54.120000,DS_interstep,3.406376e-03,2.073954e-03,1.451441e-02,1.451441e-02,0
54.120000,54.130000,DS_interstep,3.473309e-03,2.215596e-03,1.454674e-02,1.454674e-02,0
54.130000,54.140000,DS_interstep,3.536019e-03,2.352055e-03,1.457478e-02,1.457478e-02,0
54.140000,54.150000,DS_interstep,3.595104e-03,2.482696e-03,1.459761e-02,1.459761e-02,0
54.150000,54.160000,DS_interstep,3.650083e-03,2.607696e-03,1.461684e-02,1.461684e-02,0
54.160000,54.170000,DS_interstep,3.701591e-03,2.727277e-03,1.463208e-02,1.463208e-02,0
54.170000,54.180000,DS_interstep,3.749380e-03,2.840295e-03,1.464349e-02,1.464349e-02,0
54.180000,54.190000,DS_interstep,3.793657e-03,2.947831e-03,1.465186e-02,1.465186e-02,0
54.190000,54.200000,DS_interstep,3.834692e-03,3.049600e-03,1.465810e-02,1.465810e-02,0
54.200000,54.210000,DS_interstep,3.872577e-03,3.145883e-03,1.466196e-02,1.466196e-02,0
54.210000,54.220000,DS_interstep,3.907279e-03,3.235939e-03,1.466355e-02,1.466355e-02,0
54.220000,54.230000,DS_interstep,3.939438e-03,3.321058e-03,1.466444e-02,1.466444e-02,0
54.230000,54.240000,DS_interstep,3.968521e-03,3.400334e-03,1.466364e-02,1.466364e-02,0
54.240000,54.250000,DS_interstep,3.995455e-03,3.474075e-03,1.466168e-02,1.466168e-02,0
54.250000,54.260000,DS_interstep,4.019786e-03,3.543056e-03,1.465972e-02,1.465972e-02,0
54.260000,54.270000,DS_interstep,4.042037e-03,3.606991e-03,1.465716e-02,1.465716e-02,0
54.270000,54.280000,DS_interstep,4.062125e-03,3.665992e-03,1.465418e-02,1.465418e-02,0
54.280000,54.290000,DS_interstep,4.080479e-03,3.720298e-03,1.465154e-02,1.465154e-02,0
54.290000,54.300000,DS_interstep,4.096997e-03,3.770210e-03,1.464851e-02,1.464851e-02,0
54.300000,54.310000,DS_interstep,4.111891e-03,3.816724e-03,1.464645e-02,1.464645e-02,0
54.310000,54.320000,DS_interstep,4.125338e-03,3.858368e-03,1.464402e-02,1.464402e-02,0
54.320000,54.330000,DS_interstep,4.137363e-03,3.896963e-03,1.464226e-02,1.464226e-02,0
54.330000,54.340000,DS_interstep,4.148196e-03,3.931611e-03,1.464023e-02,1.464023e-02,0
54.340000,54.350000,DS_interstep,4.157912e-03,3.963598e-03,1.463898e-02,1.463898e-02,0
54.350000,54.360000,DS_interstep,4.166457e-03,3.992363e-03,1.463785e-02,1.463785e-02,0
54.360000,54.370000,DS_interstep,4.174141e-03,4.018493e-03,1.463691e-02,1.463691e-02,0
54.370000,54.380000,DS_interstep,4.180981e-03,4.042296e-03,1.463593e-02,1.463593e-02,0
54.380000,54.390000,DS_interstep,4.186915e-03,4.062985e-03,1.463558e-02,1.463558e-02,0
54.390000,54.400000,DS_interstep,4.192206e-03,4.082460e-03,1.463494e-02,1.463494e-02,0
54.400000,54.410000,DS_interstep,4.196912e-03,4.099339e-03,1.463434e-02,1.463434e-02,0
54.410000,54.420000,DS_interstep,4.200870e-03,4.115185e-03,1.463399e-02,1.463399e-02,0
54.420000,54.430000,DS_interstep,4.204423e-03,4.128824e-03,1.463314e-02,1.463314e-02,0
54.430000,54.440000,DS_interstep,4.207336e-03,4.141508e-03,1.463236e-02,1.463236e-02,0
54.440000,54.450000,DS_interstep,4.209964e-03,4.152315e-03,1.463037e-02,1.463037e-02,0
54.450000,54.460000,DS_interstep,4.257981e-03,3.947819e-03,1.488143e-02,1.488143e-02,0
54.460000,54.470000,DS_interstep,4.322622e-03,3.609416e-03,1.511658e-02,1.511658e-02,0
54.470000,54.480000,DS_interstep,4.302269e-03,3.569993e-03,1.471632e-02,1.471632e-02,0
54.480000,54.490000,DS_interstep,4.245691e-03,3.644857e-03,1.408683e-02,1.408683e-02,0
54.490000,54.500000,DS_interstep,4.169316e-03,3.763419e-03,1.337362e-02,1.337362e-02,0
54.500000,54.510000,DS_interstep,4.081204e-03,3.892072e-03,1.263393e-02,1.263393e-02,0
54.510000,54.520000,DS_interstep,3.985769e-03,4.015570e-03,1.189547e-02,1.189547e-02,0
54.520000,54.530000,DS_interstep,3.885799e-03,4.126059e-03,1.117040e-02,1.117040e-02,0
54.530000,54.540000,DS_interstep,3.783087e-03,4.220195e-03,1.046889e-02,1.046889e-02,0
54.540000,54.550000,DS_interstep,3.678755e-03,4.297438e-03,9.792080e-03,9.792080e-03,0
54.550000,54.560000,DS_interstep,3.573557e-03,4.357316e-03,9.141194e-03,9.141194e-03,0
54.560000,54.570000,DS_interstep,3.468065e-03,4.401110e-03,8.520037e-03,8.520037e-03,0
54.570000,54.580000,DS_interstep,3.362673e-03,4.429763e-03,7.926664e-03,7.926664e-03,0
54.580000,54.590000,DS_interstep,3.257714e-03,4.444466e-03,7.360761e-03,7.360761e-03,0
54.590000,54.600000,DS_interstep,3.153445e-03,4.446434e-03,6.823728e-03,6.823728e-03,0
54.600000,54.610000,DS_interstep,3.050135e-03,4.436761e-03,6.314680e-03,6.314680e-03,0
54.610000,54.620000,DS_interstep,2.947864e-03,4.416343e-03,5.832507e-03,5.832507e-03,0
54.620000,54.630000,DS_interstep,2.846907e-03,4.386240e-03,5.376800e-03,5.376800e-03,0
54.630000,54.640000,DS_interstep,2.747413e-03,4.347899e-03,4.947987e-03,4.947987e-03,0
54.640000,54.650000,DS_interstep,2.649519e-03,4.301424e-03,4.542227e-03,4.542227e-03,0
54.650000,54.660000,DS_interstep,2.553290e-03,4.248175e-03,4.162532e-03,4.248175e-03,0
54.660000,54.670000,DS_interstep,2.458938e-03,4.189010e-03,3.805694e-03,4.189010e-03,0
54.670000,54.680000,DS_interstep,2.366480e-03,4.124094e-03,3.470471e-03,4.124094e-03,0
54.680000,54.690000,DS_interstep,2.276047e-03,4.054518e-03,3.156373e-03,4.054518e-03,0
54.690000,54.700000,DS_interstep,2.187638e-03,3.981011e-03,2.863929e-03,3.981011e-03,0
54.700000,54.710000,DS_interstep,2.101364e-03,3.903919e-03,2.590576e-03,3.903919e-03,0
54.710000,54.720000,DS_interstep,2.017277e-03,3.823970e-03,2.333763e-03,3.823970e-03,0
54.720000,54.730000,DS_interstep,1.935282e-03,3.741158e-03,2.095838e-03,3.741158e-03,0
54.730000,54.740000,DS_interstep,1.855490e-03,3.656565e-03,1.873222e-03,3.656565e-03,0
54.740000,54.750000,DS_interstep,1.777960e-03,3.570455e-03,1.666391e-03,3.570455e-03,0
54.750000,54.760000,DS_interstep,1.702584e-03,3.483013e-03,1.472777e-03,3.483013e-03,0
54.760000,54.770000,DS_interstep,1.629411e-03,3.394702e-03,1.294910e-03,3.394702e-03,0
54.770000,54.780000,DS_interstep,1.558407e-03,3.305811e-03,1.127405e-03,3.305811e-03,0
54.780000,54.790000,DS_interstep,1.489530e-03,3.216534e-03,9.728478e-04,3.216534e-03,0
54.790000,54.800000,DS_interstep,1.422816e-03,3.127002e-03,8.300495e-04,3.127002e-03,0
54.800000,54.810000,DS_interstep,1.358256e-03,3.037805e-03,6.966946e-04,3.037805e-03,0
54.810000,54.820000,DS_interstep,1.295724e-03,2.948876e-03,5.736817e-04,2.948876e-03,0
54.820000,54.830000,DS_interstep,1.235288e-03,2.860531e-03,4.599000e-04,2.860531e-03,0
54.830000,54.840000,DS_interstep,1.176894e-03,2.772746e-03,3.533492e-04,2.772746e-03,0
54.840000,54.850000,DS_interstep,1.120445e-03,2.685751e-03,2.570801e-04,2.685751e-03,0
54.850000,54.860000,DS_interstep,1.066001e-03,2.599677e-03,1.672028e-04,2.599677e-03,0
54.860000,54.870000,DS_interstep,1.013473e-03,2.514633e-03,8.489303e-05,2.514633e-03,0
54.870000,54.880000,DS_interstep,9.628506e-04,2.430728e-03,8.372239e-06,2.430728e-03,0
54.880000,54.890000,DS_interstep,9.140742e-04,2.348082e-03,-6.009901e-05,2.348082e-03,0
54.890000,54.900000,DS_interstep,8.671339e-04,2.266695e-03,-1.241543e-04,2.266695e-03,0
54.900000,54.910000,DS_interstep,8.219750e-04,2.186565e-03,-1.824509e-04,2.186565e-03,0
54.910000,54.920000,DS_interstep,7.785622e-04,2.107880e-03,-2.345641e-04,2.107880e-03,0
54.920000,54.930000,DS_interstep,7.368651e-04,2.030764e-03,-2.820834e-04,2.030764e-03,0
54.930000,54.940000,DS_interstep,6.968425e-04,1.955116e-03,-3.254090e-04,1.955116e-03,0
54.940000,54.950000,DS_interstep,6.584544e-04,1.880862e-03,-3.641148e-04,1.880862e-03,0
54.950000,54.960000,DS_interstep,6.216640e-04,1.808476e-03,-3.976329e-04,1.808476e-03,0
54.960000,54.970000,DS_interstep,5.864384e-04,1.737507e-03,-4.283670e-04,1.737507e-03,0
54.970000,54.980000,DS_interstep,5.527282e-04,1.668264e-03,-4.557356e-04,1.668264e-03,0
54.980000,54.990000,DS_interstep,5.205035e-04,1.600681e-03,-4.790827e-04,1.600681e-03,0
54.990000,55.000000,DS_interstep,4.897156e-04,1.534781e-03,-4.987954e-04,1.534781e-03,0
55.000000,55.010000,DS_interstep,4.603394e-04,1.470669e-03,-5.151702e-04,1.470669e-03,0
55.010000,55.020000,DS_interstep,4.323336e-04,1.408142e-03,-5.295377e-04,1.408142e-03,0
55.020000,55.030000,DS_interstep,4.056459e-04,1.347291e-03,-5.402122e-04,1.347291e-03,0
55.030000,55.040000,DS_interstep,3.802525e-04,1.288419e-03,-5.494578e-04,1.288419e-03,0
55.040000,55.050000,DS_interstep,3.560964e-04,1.231003e-03,-5.555606e-04,1.231003e-03,0
55.050000,55.060000,DS_interstep,3.331607e-04,1.175434e-03,-5.597546e-04,1.175434e-03,0
55.060000,55.070000,DS_interstep,3.114013e-04,1.121495e-03,-5.622969e-04,1.121495e-03,0
55.070000,55.080000,DS_interstep,2.907663e-04,1.069436e-03,-5.614557e-04,1.069436e-03,0
55.080000,55.090000,DS_interstep,2.712310e-04,1.018828e-03,-5.593774e-04,1.018828e-03,0
55.090000,55.100000,DS_interstep,2.527558e-04,9.701789e-04,-5.553882e-04,9.701789e-04,0
55.100000,55.110000,DS_interstep,2.352972e-04,9.229930e-04,-5.506071e-04,9.229930e-04,0
55.110000,55.120000,DS_interstep,2.188213e-04,8.775492e-04,-5.442613e-04,8.775492e-04,0
55.120000,55.130000,DS_interstep,2.032969e-04,8.338135e-04,-5.355434e-04,8.338135e-04,0
55.130000,55.140000,DS_interstep,1.886791e-04,7.915014e-04,-5.266076e-04,7.915014e-04,0
55.140000,55.150000,DS_interstep,1.749481e-04,7.507972e-04,-5.156798e-04,7.507972e-04,0
55.150000,55.160000,DS_interstep,1.620326e-04,7.117974e-04,-5.048590e-04,7.117974e-04,0
55.160000,55.170000,DS_interstep,1.499528e-04,6.742140e-04,-4.913821e-04,6.742140e-04,0
55.170000,55.180000,DS_interstep,1.386247e-04,6.381382e-04,-4.793672e-04,6.381382e-04,0
55.180000,55.190000,DS_interstep,1.280449e-04,6.036103e-04,-4.639408e-04,6.036103e-04,0
55.190000,55.200000,DS_interstep,1.181590e-04,5.704579e-04,-4.502514e-04,5.704579e-04,0
55.200000,55.210000,DS_interstep,1.089710e-04,5.387578e-04,-4.344791e-04,5.387578e-04,0
55.210000,55.220000,DS_interstep,1.004042e-04,5.083815e-04,-4.187041e-04,5.083815e-04,0
55.220000,55.230000,DS_interstep,9.245902e-05,4.793955e-04,-4.020458e-04,4.793955e-04,0
55.230000,55.240000,DS_interstep,8.509239e-05,4.516447e-04,-3.856667e-04,4.516447e-04,0
55.240000,55.250000,DS_interstep,7.828776e-05,4.252267e-04,-3.686408e-04,4.252267e-04,0
55.250000,55.260000,DS_interstep,7.200161e-05,4.000709e-04,-3.520643e-04,4.000709e-04,0
55.260000,55.270000,DS_interstep,6.621999e-05,3.760387e-04,-3.330818e-04,3.760387e-04,0
55.270000,55.280000,DS_interstep,6.091088e-05,3.532083e-04,-3.167376e-04,3.532083e-04,0
55.280000,55.290000,DS_interstep,5.605108e-05,3.314615e-04,-2.981623e-04,3.314615e-04,0
55.290000,55.300000,DS_interstep,5.160009e-05,3.108793e-04,-2.804159e-04,3.108793e-04,0
55.300000,55.310000,DS_interstep,4.755575e-05,2.913168e-04,-2.635897e-04,2.913168e-04,0
55.310000,55.320000,DS_interstep,4.389057e-05,2.727037e-04,-2.447473e-04,2.727037e-04,0
55.320000,55.330000,DS_interstep,4.057065e-05,2.550563e-04,-2.279761e-04,2.550563e-04,0
55.330000,55.340000,DS_interstep,3.757573e-05,2.384075e-04,-2.103208e-04,2.384075e-04,0
55.340000,55.350000,DS_interstep,3.489964e-05,2.226926e-04,-1.928514e-04,2.226926e-04,0
55.350000,55.360000,DS_interstep,3.251349e-05,2.078480e-04,-1.756176e-04,2.078480e-04,0
55.360000,55.370000,DS_interstep,3.040589e-05,1.938105e-04,-1.586908e-04,1.938105e-04,0
55.370000,55.380000,DS_interstep,2.852802e-05,1.804906e-04,-1.420973e-04,1.804906e-04,0
55.380000,55.390000,DS_interstep,2.689680e-05,1.679476e-04,-1.258808e-04,1.679476e-04,0
55.390000,55.400000,DS_interstep,2.548180e-05,1.563113e-04,-1.100995e-04,1.563113e-04,0
55.400000,55.410000,DS_interstep,2.427472e-05,1.452043e-04,-9.376616e-05,1.452043e-04,0
55.410000,55.420000,DS_interstep,2.324024e-05,1.347010e-04,-7.893105e-05,1.347010e-04,0
55.420000,55.430000,DS_interstep,2.238560e-05,1.250182e-04,-6.361730e-05,1.250182e-04,0
55.430000,55.440000,SS,-1.385063e-02,-2.463577e-02,4.954205e-02,4.954205e-02,0
55.440000,55.540000,SS,-1.249342e-02,-3.234309e-02,5.660338e-02,5.660338e-02,1
55.540000,55.640000,SS,-9.062793e-03,-3.006154e-02,6.330950e-02,6.330950e-02,1
55.640000,55.740000,SS,-8.129968e-03,-2.962449e-02,5.859042e-02,5.859042e-02,1
55.740000,55.840000,SS,-6.441681e-03,-3.105659e-02,6.104091e-02,6.104091e-02,1
55.840000,55.940000,SS,-5.177313e-03,-3.214006e-02,6.138927e-02,6.138927e-02,1
55.940000,56.040000,SS,-4.332014e-03,-3.236824e-02,5.919326e-02,5.919326e-02,1
56.040000,56.140000,SS,-3.712333e-03,-3.287715e-02,5.695363e-02,5.695363e-02,1
